content,sentiment
baguss bgtttt rekomen sihh 👏👍,1
sangat cocok untuk mendengarkan musik,1
apk nya harus premium dan itu pun bukan 1 premium tapi di batas per bulan atau per tahun jadi harus bayar lagi,0
👍,1
karna membayar saya kira gratis,0
sorry uninstall karna udah ga asik ..,0
mantap,1
sangat cocok untuk anak kecil,1
"Aplikasi ini cukup dibilang bagus, karena lagu - lagu disini lengkap dan fitur-fitur lainnya. tapi kekurangan nya adalah iklan nya. saya tau bahwa kenapa saya tidak berlangganan saja? tapi saya adalah pelajar yang menggunakan musik untuk meredakan stres belajar, tetapi iklan di Spotify ini bisa dibilang cukup lama, saya pernah istirahat setelah belajar dgn mendengarkan lagu, dan waktu istirahat saya habis untuk mendengarkan iklan tersebut. jadi saya mohon untuk kurangi lah iklan tersebut🙏🏻",0
"karena,nyaman untuk difengar saat tidur",1
"pengalamn pertama mendengarkan musik pakai spotify sangat memuaskan,",1
suka kesal aku mencet lagu ini keluar ini gak jelas,0
bagus,1
"di aplikasi ini semua musik yang ingin kita dengar ada dan tidak sulit untuk mencari nya, serta artis-artis idola kita ada di aplikasi Spotify",1
playlist ga sesuai,0
just friend kok cemburu?,1
mantap,1
what is the point of being a music app if u can't even choose your song 🫩,0
kenapa ini gak ada lagu bokep nya,1
bnyk iklan nya,0
makasi udaa nemenin selama ini di kala sedih dan bahagia tapi tolong jangan banyak-banyak iklannya,1
sangat baik,1
suka aja tapi ada batas mendengarkan musik nya🫠🫠,1
bagus bgt membantu mengurangi stres lagu lagunya,1
bagus,1
"suka sih sebenernya, cuma lagu yang di playlist favorit tuh yang diputar ga yang ada di playlistnya aja tpi selalu di tambah-tambah lagu diluar playlist.. jadi saat mendengarkan tu ga maksimal karena harus selalu mengganti lagu yang ga dari playlist favorit.. saran aku aja ya min mending di perbaiki lagi tpi gratis aja gausah berbayar. usahakan pendengar puas tanpa berlangganan",1
😍😍,1
Good 👍🏻🌟,1
apk kikir.,0
"Hai min mohon maaf untuk ratingnya dulu ak suka banget pake spotify buat nugas, tpi semenjak ak denger lagu iklan nya makin gk ngotak min iya tau kok developer mempromosikan premium tp alangkah baiknya jgn terlalu sering min bukan apa ya makin hari makin gk karuan iklannya saya sendiri sebagai siswa jg g mau iklannya banyak ad kebutuhan lain yg harus saya penuhi untuk kebutuhan keluarga dulu baru saya sendiri ditengah kesulitan terimakasih untuk 3 tahun nya saya sudah tidak menggunakan kembali.",0
cocok buat ngegalau,1
kenapa bikin aplikasi kayak ta.....!! request lagu yg ku suka tidak ada.. malah di suguhkan bukan lagu yg request... pantes aja apk lo sepi. orang berbondong2 ke YouTube...,0
enak,1
spotify saya tidak bisa digunakan. semua lagu tidak bisa didengarkan,0
"cintaa bangett sama spotify, minusnya iklan nya agak banyak, sekali iklan langsung 2 mana ga bisa di skip, n kadang ada yang gaada liriknya. ""makin kesini kok iklan nya makin banyak sihhh sebelll""",1
"hampir semua lagu yang ku suka ada di sini! mixnya juga bagus cuma iklannya terlalu banyak, tapi tak apa, aku beri 4/5 bintang! 🤗🤗",1
banyak lagu yg enak di denger,1
"tiba-tiba lagu terskip sendiri, sengaja buat bisa langganan trs ada iklan kah?",0
gak ada iklan,1
beh enak bet lagunya bisa sambil main game lagi,1
lagunya stop ditengah jalan lagi...pas buka applikasi apa aza...kadang lagu sedang diputar bisa langsung tidak ada suara lagunyapdhal bar lagunya jalan...,1
Nice,1
"pdhl lagi gamau sad dan dri tdi dengerin musik dj/asik, tapi knp pas udh ganti lagu muncul musik sad mlu, pdhl lagi gamau sad, tlong perbaiki dong klo lgi cari musik dj ya ganti lagunya dj aja jgn sad. ni apk nyawit jg, setiap gnti lagu muncul 3 iklan.",1
seru banget biasa dengerin lagu nya,1
musiknya enakin bank,1
bagus kok tapi iklanya 4,1
"lama-lama pakek spotify gak bisa di buka, kenapa ya ada solusi? udah ga bisa di buka+iklannya lapis 3 lagi aplagi iklannya lama, iya sih gua akuin gua pengguna geratis tapi lama-lama spotify makin rame makin ribet, lama-lama itu aplikasi harus berbayar deh kek nya, jmbot",0
bolehlah untuk dengar lagu ada yang lainnya,1
kikir,0
mantap ni apk,1
"lagunya nya banyak, jdi lebih menyenangkn",1
semua musik premium ga ada yang geratis makanya saya hapus setiap pilih lagu tiba2 ada pemberitahuan ke premium aplikasi tidak bagus apa2 bayar,0
sangat berguna,1
I love it!!,1
ya selisih yah risih Mulu ada iklannnnnnnnn btw Hindia no 1,1
saya mengalami eror berhari-hari ketika saya relog smua lagu di playlist saya hilang semua,0
"gw beli platinum 3 bulan 59K pas udh beli gtw knp malah yang kebeli 119 padahal disitu bilang nya 3 bulqn 59k, tp yang kebeli malah 119k 1 bulan, gw gatau yang salah gw atau spotify nya, gw cuma bingung aja knp malah 119k, bukan 59K, gw ngerasa rugi sih jujur aja, soal nya gw beli pas tawaran nya masih ada",0
bagus bisa di download juga kalo gak ada paket 😻,1
aplikasi nyaa bagus niyaa ak jga sukaa,1
bagusssssss,1
saya suka dengan lagu yang ada hanya banyak iklan,1
kikir bet,0
👍🏻,1
mendapati lagu-lagu yang bagus,1
aku akan memakai ini setiap hari,1
the best ni aplikasi ✌️😭🔥,1
nice,1
"baru dengerin 2 lagu tbtb langsung iklan, mana iklan nya ada 6 lgi",1
mantap nih lagu2 nya,1
ngebug muluu,1
gratis semua lagu yang ku sukai ada di sini dan juga ada lirik nya spotify juga bisa memberi fokus saat belajar atau bekerja,1
sangat bagus dan berguna juga untuk membuat perasaan kita happy,1
bagus,1
apk kikir cuma denger lagu 1-2 aja langsung iklan 😂,0
lagu nya enak bet dah kalo bisa sih di gratisin,1
Good,1
TOP,1
bagussssss bgttttttt5t,1
bangus bangett truss lagu nya sad abiss TPI kurangin dikit ya iklan nya oke.,1
keren...,1
eror cok,0
bagus banget bisa dengerin musik apa aja tapi iklan nya banyak kurangin sedikit,1
sangat memuaskan aplikasi nya,1
terlalu banyak iklan,0
"spotify awalnya aman"" aja sekarang kok gabisa milih lagu bebas ya? harus premium aku jadi males dengerin lagu di spotify tapi ya aku usahain buat ngehargain yang bikin. maaf aku kasih bintang 4 🙏🏻😣",1
bintang 5 tapi ku bukan ancaman,1
bagus buanget aplikasi nya,1
sangat2 menyegarkan hari2,1
enak buat dengar musik,1
bagus,1
suka bgt🫰🏻😩 sering peka sm perasaan kalo lagi pengen galau otomatis muternya lagu sad kalo lagi happy yg ceria² keren,1
"kikir bet mbud denger lagunya 1 menit iklannya 2,5 menit GOKILL😂✌️",0
good,1
nice,0
PERFECT,1
"plis ini knp ya? pas mau dengerin lagu di playlist yg udah aku simpen malah gabisa di puter lagu nya, udah muat ulang juga tetep gabisa. padahal wifi aman ga ngeleg sama sekali, denger lagu favorit dan playlist lain juga gabisa?",1
"yang bener aja baru play 1 lagu lgsg iklan😔 mana iklan nya 4 yang bener aja dong, lagian maksa banget suruh premium buset, biarin nikmatin bbrp lagu dulu plis baru iklan, ga worth it",0
apaan bgt,0
"BAGUSS,BANYAK LAGUU BUAT NEMENIN BELAJAR 🥹",1
sering ngebug,1
"kalo bisa jangan kikir2 banget gitu huhu, i just wanna listen to my favorite song pls...",0
sering bug/eror,1
semua lagu ada,1
"apalah banyak bet iklan, dulu g sebanyak itu",0
"Bagus, banyak juga lagu lagu yg gua suka",1
𝒃𝒂𝒈𝒖𝒔 👍,1
bagus,1
bagus banget aplikasi nya jadi semangat dengerin deh Sukak🤭🫰🏻💗 terus disini bisa pilih banyak lagu tinggal milih ajah pokok nya approve deh ni aplikasi 💐🫠🎉🎉,1
"Cukup bagus sih, cuma sekarang enggak bisa memutar lagu yang sudah di download saat offline. semoga saja kembali lagi dari awal.",1
katanya mendengar kan lagu gratis tapi mendengar kan dua kali kok bayar Rp 29.000,0
mantap,1
"APK KIKIR BGST, IKLANNYA 3 LANGSUNG, SEKARANG JUGA GA BISA MILIH LAGU YANG KITA DENGARKAN, TIAP GUA DENGER LAGU GUA PENGEN GANTI LAGU MALAH PROMO LANGGANAN, LU TAU GA APK LU LUMAYAN BERJASA BUAT NGALIHIN PIKIRAN GUA DARI BEBAN TAPI MAKIN HARI MAKIN KIKIR AJA, TOLONGLAH MIKIR KALO MAU NGASIH FITUR PREMIUM JANGAN SEMUA LU PREMIUMIN, DIKIRA SEMUA ORANG PUNYA DUITTTT. 🔪🔪🔪🔪",0
Spotify ini aplikasi yang sangat cantik dan seru bisa untuk orang yang sering bosan atau sedang bekerja ada macam² lagu yang bisa kita dengar di Spotify aja yah aplikasi seru dan berguna,1
kemudahan mendengar kan lalu dalam satu playlist 🥰,1
cocok untuk dibuat main ff juga biar ada tambahan lagunya😋,1
Good,1
"tolong lah gimana sih pas garis playlist nya nih gak bisa digeser ke part favorit, tolong lah perbaiki bug gitu muak aku",1
Mantuklllll,1
tanpa bayar,1
udah payment tp kok stts saya gak berubah jd premium. pembayaran saya kena 88rb.,0
bagus,1
bagus,1
bagus,1
bagus tapi iklan terus apalagi malem malem pas lagi begadang ada iklan pocong,1
good,1
sangat baguss,1
aplikasih nya menyenangkan dan bagus,1
"iklan tuh kalau mau iklan iklan aja, gak usah pake cewe teriak desah kek video bokep lah. berisik dan gak jelas banget iklannya, yang appropriate dikit lah!",0
"udh saya uninstall, kebanyakan premium",0
lagunya lengkap,1
app kena hack kacauu gak bisa cari lagu wkwk,0
spotify saya mengalami eror,0
Lagu lengkap,1
bagus,1
bagus tapi gak bisa nonton pas ofline,1
mantulll,1
"kok GK bisa kebuka sih, nyesel banget ngedownloadnya",0
"bagus , dah gitu doang",1
juyjuyr bagusss,1
"udah pake data , pake iklan, terus batasan harian pula.. maksa amat biar premium hedeh jelek",0
"perasaan dulu iklannya cuma dikit, sekarang kok makin banyak ya? dikit dikit iklan padahal baru 2-5 lagu",1
"dibanding bbrapa aplikasi sejenis, sejauh ini spotify masih yg terbaik menurut sy utk jenis free. bisa diputar offline itu salah satu fitur terbaik dibanding aplikasi lain",1
"Oke sih sebenernya, tapi yang paling nyebelin itu suara iklannya lebih gede daripada musik yang diputer. Semoga ada opsi buat ngecilin volume iklan dan ngebesarin volume lagu lagi, soalnya volumenya sering ga konsisten.",1
bagus seal,1
"i can't log into my account again, why it gets more difficult these days😃⁉️",0
aplikasi bagus,1
kontoll gabisa dibuka,0
"terlalu banyak sekali iklan, klo cuman 1/2 gak masalah, kadang sampe 3/4, durasi juga lama",0
"kadang bug ""anda sedang offline"", padahal buka aplikasi lain lancar",1
"tolong ini kadang tiba tiba suka bug,katanya ga ada jaringan,masuknya lemot,terus setiap seya cek jaringan saya,selalu lancar semua apk lain saya buka ga ada masalah kendala jaringan,lancar lancar saja,tolong ini kenapa? saya sengaja kasi bintang 5,untuk bisa di tanggapi,ini kenapa? padahl jaringan saya oke",1
biasa saja sangat membosankan,1
"kalo apk nya udah ngeselin gausah di tambah² in kampunk, butut bener lama²",1
"tbtb signal nya ga masuk ke apk ini aja, aneh",0
nice,1
"sebenernya nih apk bagus, dulu jd apk favorit gw, tp sekarang Spotify makin gk jelas, gw pas buka apknya kan pake wifi, wifi gw sinyalnya bagus, kuota jg msh ada, tp ntah kenapa d Spotify tertulis klo gw sedang offline atau sinyalnya buruk, padahal tuh gw tes d beberapa apk lainnya sinyalnya bagus banget, ini kenapa yaa, jd gk bs dengerin musik, d suruh premium terus gitu?",1
noob,0
kadang tuh spotify sy suka disconnect dari internet pada udah pake wifi jadi kenapa ya?,0
"Banyak iklan, giliran bayar premium aplikasinya rusak terus hadehh",0
Sering disconnect ga jelas dan ga bisa terhubung ke internet padahal buka yang lain lancar,0
"aplikasi jelek ngebak"" Mulu setiap login offline padahal ada paket wifi jelekk aplikasi nya",0
setelah 2 di pake tiba-tiba nggak bisa putar musik,1
Dkit dikit muter muter padahal jaringan Bagus,0
"bagus, jernih",1
audio nya bgs jernih bgt tp sering eror semoga kedepannya bisa perbaikan,1
kualitas sound original,1
"lagu nya gabikin kita bosan,dan ada banyak lagi lagu baru",1
"setelah iklan diperbaiki jadi 1/2 lagu bagus, tapi sekarang kikirnya itu lirik gabisa digeser atau dilompat lompat ke menit tertentu hal sederhana ini dikunci hanya untuk premium, hadeh padahal dulu Spotify ga kikir gini",1
enak dengerin lagu nya banyak pilihan lagunya,1
"Saya tidak dapat memutar podcast yg ada video,ada tulisan ""playback gagal"", sebelum saya berlangganan, tidak pernah muncul masalah itu,saya sudah meng unninstal, update, restart telpon dan jaringan saya bagus, tetapi masalah itu tidak hilang 🥲",1
mantap jernih suaranya,1
everriting you are Hindia mantap,1
Udah Premium juga Fitur Automix nya gak ada,0
musik nya seru dan menarik setiap saat tanpa ada kayak pusing emosi gitu bikin hati tenang deh pokoknya,1
ada kali premium gratis mah!,1
min.. aplikasi nya g bisa di buka.kenapa ya?,1
baguss bangeett aku sukakkk🫰🫶,1
Makanya premium,1
penyelamat hidup😍 lofyu Spotify 😎,1
aplikasi ini sangat bagus dan aku suka,1
good,1
"malas pake aplikasi ini, Banyak skali iklan",0
ini kenpa kok Spotify ere milih lagu sendiri dan lanjut lagi sendiri,1
"iklan nya bnyk banget, tapi selain itu setiap kali aku cari musik yg aku suka selalu ada",1
aplikasi bagus,1
Keren,1
"ini aplikasi bagus cuma minusnya ada di iklannya,mohon di kurangi lagi iklannya",1
mantapp,1
"banyak iklan, iklannya panjang lagi bikin nge distraksi waktu dengar lagu pujian penyembahan, ganggu sih aku udah hpus download yg minim iklan yg gak bnyak Ributnya ke spotify.",0
"suka tiba tiba ga bisa muter lagu, harus di uninstall dulu baru bisa",1
aplikasi yg sangat berguna.,1
mantap,1
mantap,1
bug stuck di awal membuka aplikasi,0
"komen kritis makin meningkat.bukannya dikasih kemudahan,iklannya malah makin banyak sampai 6 malahan",0
kikir ajg dikit dikit disuruh prem baru dengerin 10 menit udah gak bisa ganti lagi disuruh prem,0
nice,1
eneh aku pilih musik tor monitor yang kedengaran malah lagu lain sangat mengganggu,0
kurang suka yang sekarang semua harus premium kenya dulu gak sepremium ini dah hadeh hadehh,0
tolong hilangkan iklan,1
boikot,0
mantep,1
bagus sekali dan cocok untuk ku yg agak kalem dan butuh ketenangan,1
iklan kikir,0
bagus banget enak didengar josjis pokok nya spotify tu love you spotify 😋🫵❤️‍🔥❤️‍🔥💝,1
saya perna pakai ini jadi asik banget,1
aplikasi nya ngebug tidak bisa nyetel lagu,0
masa kita mau pilih lagu bayar si,0
kalo udah lama pake Spotify langsung di batasi lagu nya,1
spotify bikin hapy tiap hari,1
baik,1
keren aplikasinya,1
bagus suaranya smooth,1
"kebanyakan iklan, yang dulu cuma 1,2. sekarang nambah jadi 4. terus ini gimana spotify ko punya ku sekarang ga bisa kebuka, mau dengerin lagu tadi nya, tapi ga jadi, soalnya ga bisa kebuka sama sekali, padahal wifi lancar banget",1
diblokir trs pdhl original apl playstore,0
kikir banhet mau nukar lagu aja harus byar gajelas,1
"setiap mau memilih lagu harus memakai peremium, iklan terlalu banyak 3-4 lagu sudah iklan lebih 30 detik",0
sporify udh jelek kadang eror bgo,0
lagunya bagus sekali,1
sering sering promo spotify wkwk,1
ada yang aneh!!!! ikon Spotify ku berubah jadi kaya buatan AI! aku gatau ini kena hack atau kena virus!! tapi lagu ku ilang semua sama balik lagi!! aku mau dengerin lagu tapi hack atau virusnya ngeskip semua lagu!!!,0
iklan tross,0
saya suka lagu nya,1
paling ok deh,1
"jujur ini bagus banget buat tidur,membersihkan dll",1
"kikir bgt jing, dh di dislike iklan nya biar ga liat lagi eh malah diputer lgi tu iklan🤬🤬",0
aplikasi music kikir,0
iklanya banyak,1
4GB cuma buat Spotify...,1
bagus,1
kasih bintang 5 mantap spotify enak buat galau,1
apk nya nggak bisa di buka tolong di perbaiki,0
favorit saya banget,1
bagus,1
mantap,1
"banyak iklan, kualitas suara biasa aja, menang fitur dan hype 😂",0
"seeruuuu bgtt deengeerinn laguu diieee siiniiihh, rekommm",1
baguss,1
"apaan si,baru nyetel lagu 1 udah iklan nya 2,alay KURANGIN IKLANNYA DONG MIN,GW GASUKA YANG ADA IKLAN NYA, orang lagi galau tiba' iklan ngitung domba,GAJELAS",1
enak banget kalo bersih bersih kamar lagu,1
bagus lenkap koleksi nya,1
Spotify aplikasi andalan kalo dengerin musik,1
kenapa Spotify nya jadi error gitu ya... Saya sebagai pengguna setia jadi kecewa karena tidak bisa menikmati lagu-lagu di spotify,0
mau milih musik aja harus premium kikir kayak capcut,0
aku suka enak banget lagu nya ❤️❤️,1
kikir bet bangke. pilih lagu harus premium,0
kenapa sekarang tidak bisa mendengarkan musik di aplikasi Spotify?,1
apik,1
ga seru,0
topppp,1
"aplikasi nya bagus, hanya saja waktu itu saat saya masuk tiba-tiba layarnya hitam semua, saya sudah menunggu lama hampir 5 menit tetapi hasilnya nihil, layar nya hanya hitam semua jadi saya tidak bisa mendengarkan musik padahal jaringan saya sudah bagus dan tidak ada masalah (untuk pihak Spotify tolong bug seperti itu perbaiki/dihilangkan karena bagi saya menggangu dan akibatnya saya jadi tidak bisa memutar musik) tolong di perbaiki lagi 🙏🏻🙏🏻",1
keren👍👍👍👍👍👍👍👍👍👍,1
senang dan sedih spotify selalu menemani,1
kikir bangettt woilahh😡,1
"jangan di download pls. kalian bakal spend thousands of money cuma buat dengerin music, iklan nya bisa sampe 7 kali, bahkan kadang ketika kita premium pun lagu ada yg ga keputer 🫠",0
kenapa jadi gini coba lagi coba lagi gak bisa diputar sebelumnya aman aman aja,0
bagus,1
asik dengar musik di sini,1
peneman ku saat ku hancur,1
bagus,1
"Terlalu bnyak, Semua fitur kebanyakan harus premium. Mo Premium tpi 79K/bulan. admin kikir kali lah",0
Good jobz🙏👍,1
jgn terlalu dikikir kan,0
めちゃいいです,1
"kebanyakan iklan, baru puter 1 lagu udah iklan",0
"bayangin guys, setiap puter 2 lagu dpt iklan 4 kali wkwkwk. iya tau klau premium ngga iklan makanya hrs premium, tp agak keterlaluan ngga si klau 2 lagu langsung iklan? mksudnya tu sewajarnya iklan ajaa gtu, jjr aku mulai ganti ke apk sebelah saking banyaknya iklan spotify",0
"Tiap tahun iklannya makin banyak jir, dulu 1 naik ke 2. sekarang 3, mana satu iklannya 30 detik 🥲",0
lagunya bagus bagus dan sesuai selera kita,1
jelek,0
kenapa premiumnya udah bayar tgl 8 tapi tiba tiba suruh bayar lagi tgl 18 ya?? aneh bintang 1 karena bikin emosi dah menyebalkan,0
semakin mahal semakin gabada fitur offline,0
apk kikir,0
"makin kesini makin gak suka iklan panjang ganti lagu, play ulang dibatasin",0
enak2 bgt lagunya!😆,1
apa apa kudu bayar,0
banyak iklan jadi gak suka,0
bagus,1
mantap,1
"IKLANNYA TOO MUCHHH OMGGG, LYRICS JG GA LENGKAP",0
"entah kenapa kadang buka Spotify suka error, gabisa di buka. pas di teken apk nya, yg ada cuma blank hitam",0
"boleeh , aku masi nerimaa sii yaa . . . walaupun banyak iklann, karna sehari hari kalo gabutt akuu pasti dengerin lagu / dengerin video kayaa podcast atau horror seperti video di channel wowo dan teman teman , nadia omara, rizky riplay , dll masii banyak yang lainn",1
apalah kgk bisa bikin akun dari wa sendiri,0
